id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,last_pymnt_d,last_pymnt_amnt,last_credit_pull_d,collections_12_mths_ex_med,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens
1007408,1233800,15000,15000,14975.0, 60 months,17.58,377.49,D,D4,Malloy Ford,< 1 year,RENT,65000.0,Verified,Nov-11,Current,n,debt_consolidation,Starting Fresh,VA,15.49,1,Jul-97,3,8,0,15553,51.5,27,f,2200.22,2196.49,20320.95,20287.2,12799.78,7521.17,0.0,0.0,May-16,377.49,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007404,1233795,30000,30000,29750.0, 60 months,18.64,772.29,E,E1,Kennedy Health Systems,10+ years,MORTGAGE,94325.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,NJ,8.52,0,Dec-97,0,7,0,29333,83.3,27,f,0.0,0.0,33702.26287,33421.41,30000.0,3702.26,0.0,0.0,Aug-12,7304.55,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007209,1233595,9000,9000,9000.0, 36 months,7.9,281.62,A,A4,freudenberg,8 years,MORTGAGE,75500.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,debt consolidation,NH,22.47,0,Dec-93,3,13,0,13244,28.7,63,f,0.0,0.0,10138.00778,10138.01,9000.0,1138.01,0.0,0.0,Nov-14,285.03,Feb-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007211,1233598,35000,35000,35000.0, 36 months,10.65,1140.07,B,B2,Rockwood Service Corp,2 years,MORTGAGE,156000.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,CT,10.99,0,Jul-90,2,13,0,75688,27.5,26,f,0.0,0.0,41042.21024,41042.21,35000.0,6042.21,0.0,0.0,Nov-14,1156.55,Mar-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007386,1233777,26000,26000,26000.0, 60 months,18.64,669.32,E,E1,Cn Railroad,10+ years,RENT,50000.0,Verified,Nov-11,Charged Off,n,debt_consolidation,get it together in 2012,WI,14.5,0,Mar-85,1,12,0,23389,48.7,36,f,0.0,0.0,15393.35,15393.35,7247.02,8146.33,0.0,0.0,Nov-13,53.27,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
994720,1219373,6400,6400,6150.0, 36 months,7.9,200.26,A,A4,Cross Country Services Corp,4 years,MORTGAGE,95000.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Refinancing an old closed Cedit Card,MA,12.2,0,May-01,0,9,0,13492,71.5,20,f,0.0,0.0,7209.263893,6927.65,6400.0,809.26,0.0,0.0,Nov-14,205.05,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006766,1233117,10800,10800,10800.0, 36 months,16.29,381.25,D,D1,Not Provided,6 years,RENT,48000.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Loan,SC,17.27,0,Aug-03,3,10,0,8626,86.3,25,f,0.0,0.0,13725.24667,13725.25,10800.0,2925.25,0.0,0.0,Nov-14,387.76,Jan-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007379,1233769,3000,3000,3000.0, 36 months,14.27,102.93,C,C2,Capitol carpet inc,2 years,RENT,74500.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,FL,15.27,0,Mar-77,3,11,0,6460,69.5,11,f,0.0,0.0,3693.386293,3693.39,3000.0,693.39,0.0,0.0,Jul-14,514.75,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006327,1232732,4500,4500,4500.0, 60 months,13.49,103.53,C,C1,Sprint,1 year,RENT,37200.0,Source Verified,Nov-11,Fully Paid,n,car,Personal Loan ,FL,18.16,1,Sep-05,1,15,0,3102,23.3,27,f,0.0,0.0,5570.006931,5570.01,4500.0,1070.01,0.0,0.0,Jan-14,3091.43,Jan-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007154,1233736,15000,15000,14750.0, 36 months,7.9,469.36,A,A4,AT&T,10+ years,MORTGAGE,65000.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,Cons Loan,TX,7.92,0,Sep-93,0,6,0,19059,69.6,18,f,0.0,0.0,15845.02764,15580.95,15000.0,845.03,0.0,0.0,Nov-12,187.19,Nov-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
928898,1149649,12600,12600,12600.0, 60 months,19.42,329.77,E,E3,City of Fresno,3 years,RENT,55000.0,Source Verified,Nov-11,Current,n,credit_card,Credit Card Payoff,CA,17.74,0,Apr-05,1,11,0,7127,86.9,20,f,1888.87,1888.87,17764.4,17764.4,10711.13,7053.27,0.0,0.0,May-16,329.77,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006907,1233274,10200,10200,10200.0, 36 months,7.51,317.34,A,A3,Guardian,10+ years,MORTGAGE,130000.0,Verified,Nov-11,Fully Paid,n,credit_card,Credit Debt Consolidation,NJ,21.04,0,Apr-96,1,10,0,18866,61.3,28,f,0.0,0.0,11317.63106,11317.63,10200.0,1117.63,0.0,0.0,Jan-14,3390.89,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006918,1233287,20000,20000,20000.0, 36 months,12.69,670.9,B,B5,Cummins Power Generation,< 1 year,RENT,74000.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,Revamp,MN,15.55,0,Dec-05,2,6,0,22739,62.5,10,f,0.0,0.0,24152.25255,24152.25,20000.0,4152.25,0.0,0.0,Nov-14,691.38,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007103,1233471,7000,7000,7000.0, 36 months,11.71,231.54,B,B3,"Rewatchable, Inc.",2 years,MORTGAGE,90000.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Consolidation Loan,MA,5.25,1,Nov-96,0,4,0,6465,84.0,11,f,0.0,0.0,8335.088038,8335.09,7000.0,1335.09,0.0,0.0,Nov-14,240.07,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1000208,1225424,20000,20000,19750.0, 36 months,12.69,670.9,B,B5,Ancestry.com,9 years,MORTGAGE,107496.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation,UT,16.01,0,Nov-69,0,11,0,10081,77.5,58,f,0.0,0.0,22500.53675,22219.28,20000.0,2500.54,0.0,0.0,Jan-13,13789.91,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007086,1233452,17000,17000,16975.0, 60 months,19.03,441.28,E,E2,Burberry ltd,4 years,RENT,175000.0,Source Verified,Nov-11,Fully Paid,n,small_business,Small Business Loan,NY,2.48,0,Jan-01,3,8,0,11246,53.6,17,f,0.0,0.0,24192.56974,24156.99,17000.0,7192.57,0.0,0.0,Aug-14,10103.69,Sep-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006771,1233122,5000,5000,4750.0, 60 months,10.65,107.85,B,B2,"Lusk Services, Inc.",10+ years,MORTGAGE,79200.0,Verified,Nov-11,Current,n,car,1948 international,NC,22.53,0,Oct-83,0,13,0,17495,46.0,37,f,641.3,609.92,5802.03,5510.9,4358.7,1443.33,0.0,0.0,May-16,107.85,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006875,1233237,21000,21000,21000.0, 36 months,9.91,676.73,B,B1,"Projecis, Inc.",1 year,RENT,93000.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,Credit Card Consolidation,CA,27.47,0,Jul-78,0,13,0,42454,68.0,24,f,0.0,0.0,24344.87666,24344.88,21000.0,3344.88,0.0,0.0,Oct-14,644.34,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007070,1233431,12000,12000,12000.0, 36 months,6.03,365.23,A,A1,Archway Marketing Services,10+ years,MORTGAGE,61000.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Consolidation Loan,GA,13.44,0,Sep-91,0,8,0,35963,72.1,17,f,0.0,0.0,13148.13786,13148.14,12000.0,1148.14,0.0,0.0,Nov-14,367.5,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1002882,1229166,24000,24000,24000.0, 60 months,18.25,612.72,D,D5,T-Mobile USA,8 years,RENT,228000.0,Source Verified,Nov-11,Fully Paid,n,major_purchase,Legal Loan,WA,9.13,0,Jan-91,1,18,0,131006,74.6,48,f,0.0,0.0,25083.71877,25083.72,24000.0,1083.72,0.0,0.0,Feb-12,23863.95,Feb-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006885,1233245,5400,5400,5400.0, 36 months,14.27,185.27,C,C2,McCarthy Building Companies,1 year,RENT,54000.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,Credit Card Consolidation,TX,15.62,0,May-04,3,8,0,9386,92.9,15,f,0.0,0.0,6648.121985,6648.12,5400.0,1248.12,0.0,0.0,Jul-14,918.39,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1000794,1226548,9400,9400,9400.0, 60 months,14.27,220.04,C,C2,Jacob  Medinger  and  Finnegan LLP,< 1 year,MORTGAGE,62000.0,Source Verified,Nov-11,Current,n,debt_consolidation,Consolidation,NY,24.15,0,Feb-96,1,13,0,19906,45.6,24,f,1282.5,1282.5,11855.16,11855.16,8117.49,3737.67,0.0,0.0,May-16,220.04,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006618,1233038,15125,15125,15125.0, 60 months,13.49,347.95,C,C1,NLACRC,8 years,RENT,55000.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt consolidation,CA,19.7,0,Oct-94,2,8,0,12732,73.6,31,f,0.0,0.0,18468.07418,18468.07,15125.0,3343.07,0.0,0.0,Mar-14,2091.1,Mar-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007042,1204809,12000,12000,11750.0, 36 months,9.91,386.7,B,B1,Not Provided,3 years,RENT,140000.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,2012 Loan,TX,10.16,0,Mar-95,0,5,0,5578,62.0,21,f,0.0,0.0,13921.17795,13631.15,12000.0,1921.18,0.0,0.0,Nov-14,396.31,Jan-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006845,1233202,12000,12000,11975.0, 60 months,9.91,254.44,B,B1,home depot,8 years,RENT,30000.0,Verified,Nov-11,Fully Paid,n,house,to buy house,NJ,8.8,0,Nov-00,1,7,0,8935,38.7,15,f,0.0,0.0,14951.27998,14920.13,12000.0,2951.28,0.0,0.0,May-15,4519.98,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1004131,1230761,10000,10000,9750.0, 36 months,7.9,312.91,A,A4,Texas Transportation Institute,6 years,MORTGAGE,55000.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation (Pay off Credit Cards,TX,20.33,0,Jan-96,0,11,0,4767,25.8,17,f,0.0,0.0,11264.45805,10982.85,10000.0,1264.46,0.0,0.0,Nov-14,318.19,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007014,1233372,30000,30000,29725.0, 60 months,12.42,673.72,B,B4,QW Express,7 years,MORTGAGE,190000.0,Verified,Nov-11,Charged Off,n,home_improvement,Home Improvement,CA,8.05,0,Mar-93,0,9,0,20253,46.6,33,f,0.0,0.0,11451.62,11346.59,6704.28,4733.32,0.0,14.02,Apr-13,673.72,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007010,1233367,6500,6500,6500.0, 36 months,11.71,215.0,B,B3,Mount Rogers CSB,10+ years,MORTGAGE,38492.0,Source Verified,Nov-11,Fully Paid,n,other,Help for Daughter,VA,18.21,0,Nov-97,1,9,1,2371,16.7,20,f,0.0,0.0,7677.318335,7677.32,6500.0,1177.32,0.0,0.0,Apr-14,1116.41,Apr-14,0.0,INDIVIDUAL,0,0.0,0,1.0,0.0
1006824,1233178,8000,8000,8000.0, 36 months,10.65,260.59,B,B2,Schillings construction,2 years,MORTGAGE,30000.0,Not Verified,Nov-11,Fully Paid,n,home_improvement,Home improvement loan,KS,21.6,0,Sep-98,0,8,0,14024,35.1,15,f,0.0,0.0,8520.050157,8520.05,8000.0,520.05,0.0,0.0,Jul-12,6698.5,Sep-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1007009,1233366,3600,3600,3600.0, 36 months,12.42,120.3,B,B4,Ram Technologies,< 1 year,RENT,54000.0,Source Verified,Nov-11,Fully Paid,n,moving,DC moving loan,VA,10.73,0,May-04,1,20,0,14638,45.2,26,f,0.0,0.0,3946.067261,3946.07,3600.0,346.07,0.0,0.0,Dec-12,1205.18,Dec-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006812,1233165,7100,7100,7100.0, 60 months,18.25,181.27,D,D5,EvensonBest LLC ,< 1 year,RENT,80000.0,Source Verified,Nov-11,Charged Off,n,debt_consolidation,credit card ,NY,8.68,0,Dec-99,1,15,0,14685,72.0,29,f,0.0,0.0,3764.36,3764.36,1509.66,1920.97,0.0,333.73,Jul-13,181.54,Nov-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006806,1233158,2400,2400,2400.0, 36 months,9.91,77.34,B,B1,nypd,6 years,RENT,15000.0,Source Verified,Nov-11,Fully Paid,n,moving,Moving Loan,AZ,2.0,0,Oct-99,2,3,0,0,0.0,17,f,0.0,0.0,2746.309107,2746.31,2400.0,346.31,0.0,0.0,Feb-14,345.15,Dec-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1002546,1228817,10950,10950,10950.0, 60 months,14.27,256.33,C,C2,Not Provided,10+ years,MORTGAGE,21888.0,Verified,Nov-11,Charged Off,n,other,Other,CO,6.52,0,Dec-81,1,2,0,4825,38.6,10,f,0.0,0.0,9054.24,9054.24,4859.25,3313.88,0.0,881.11,Jul-14,256.33,Jul-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006769,1233120,4000,4000,3970.823334, 36 months,7.51,124.45,A,A3,The Mount Sinai School of Medicine,6 years,MORTGAGE,80000.0,Not Verified,Nov-11,Charged Off,n,car,Car Loan,PA,6.48,0,Apr-95,0,9,0,12683,61.3,11,f,0.0,0.0,2479.39,2444.44,1986.81,363.11,0.0,129.47,Jun-13,124.45,Nov-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006607,1233025,12600,12600,12575.0, 60 months,12.69,284.7,B,B5,ING US Financial,10+ years,RENT,64590.0,Verified,Nov-11,Current,n,other,Other Loan,NY,18.04,0,Sep-86,0,9,0,33845,80.2,13,f,1677.9,1674.56,15321.96,15291.59,10922.09,4399.87,0.0,0.0,May-16,284.7,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006616,1233036,12000,12000,12000.0, 60 months,18.64,308.92,E,E1,U.S. Government,2 years,MORTGAGE,60000.0,Source Verified,Nov-11,Fully Paid,n,other,Personal,SC,13.74,0,Oct-93,1,6,0,9913,96.2,21,f,0.0,0.0,15039.45222,15039.45,12000.0,3039.45,0.0,0.0,May-13,9797.4,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006411,1232830,35000,35000,34975.0, 60 months,20.3,933.14,E,E5,LA CSSD,3 years,MORTGAGE,136000.0,Verified,Nov-11,Fully Paid,n,home_improvement,Winter Home Improvement,CA,2.56,0,Mar-98,2,6,0,8857,59.0,28,f,0.0,0.0,35592.42458,35567.0,35000.0,592.42,0.0,0.0,Dec-11,35596.41,Dec-11,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006405,1232824,25000,25000,24950.0, 60 months,14.27,585.22,C,C2,brada mfg,8 years,RENT,48000.0,Verified,Nov-11,Fully Paid,n,credit_card,nascar,RI,13.13,0,Jun-06,0,4,0,7108,56.4,9,f,0.0,0.0,34687.87,34618.49,25000.0,9687.87,0.0,0.0,Dec-15,6597.31,Dec-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006397,1232815,5200,5200,5200.0, 36 months,7.51,161.78,A,A3,PEO STRI,3 years,MORTGAGE,70000.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Bank Of America Consolidation,FL,13.34,0,May-03,0,11,0,9111,48.5,26,f,0.0,0.0,5823.927801,5823.93,5200.0,623.93,0.0,0.0,Nov-14,178.49,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006590,1233008,8500,8500,8500.0, 36 months,6.03,258.71,A,A1,Not Provided,10+ years,OWN,25000.0,Not Verified,Nov-11,Fully Paid,n,other,Spa,GA,9.07,0,Dec-79,0,6,0,2887,5.5,13,f,0.0,0.0,9313.246154,9313.25,8500.0,813.25,0.0,0.0,Nov-14,261.04,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006398,1232816,12000,12000,11750.0, 60 months,12.42,269.49,B,B4,Kaiser Permanente,4 years,MORTGAGE,64000.0,Verified,Nov-11,Charged Off,n,debt_consolidation,Debt Consolidation,CA,23.78,0,Sep-98,0,8,0,26675,87.7,15,f,0.0,0.0,8321.82,8148.21,4488.45,2770.5,0.0,1062.87,Feb-14,269.49,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006581,1232994,13000,13000,13000.0, 60 months,8.9,269.23,A,A5,Trinity Management Services,< 1 year,RENT,47000.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,LC Loan,CA,16.19,0,Nov-94,0,7,0,274,1.0,19,f,0.0,0.0,15876.83998,15876.84,13000.0,2876.84,0.0,0.0,Jun-15,4617.53,Jun-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006579,1232989,1800,1800,1800.0, 36 months,8.9,57.16,A,A5,Hospira worldwide,9 years,RENT,50400.0,Not Verified,Nov-11,Charged Off,n,wedding,Wedding,CA,2.64,0,Oct-98,1,3,0,1930,16.1,10,f,0.0,0.0,1800.0,1800.0,0.0,0.0,0.0,1800.0,May-16,0.0,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1002142,1228398,10000,10000,10000.0, 36 months,16.77,355.39,D,D2,Charlotte pipe& foundry,10+ years,MORTGAGE,60000.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,NC,6.46,2,Feb-92,0,9,0,9358,52.9,11,f,0.0,0.0,12793.74567,12793.75,10000.0,2793.75,0.0,0.0,Nov-14,371.87,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006377,1232794,12475,12475,12475.0, 36 months,6.03,379.69,A,A1,"Western Wayne Physicians, PLC",10+ years,MORTGAGE,88000.0,Not Verified,Nov-11,Fully Paid,n,home_improvement,roof replacement loan,MI,10.04,0,Jan-76,2,11,0,18064,20.7,27,f,0.0,0.0,13668.57499,13668.57,12475.0,1193.57,0.0,0.0,Nov-14,382.56,Dec-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006387,1232803,3200,3200,3200.0, 36 months,7.51,99.56,A,A3,Diabetes Specialty Center,4 years,MORTGAGE,44000.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt consolidation,UT,7.8,0,Feb-03,1,7,0,311,4.6,14,f,0.0,0.0,3521.640027,3521.64,3200.0,321.64,0.0,0.0,Sep-13,1445.72,Jun-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1004496,1231142,5500,5500,5500.0, 36 months,6.62,168.88,A,A2,"Bobs Books, Inc",10+ years,RENT,40000.0,Not Verified,Nov-11,Fully Paid,n,other,RV Trailer,OR,20.49,1,May-90,1,11,0,3179,33.1,27,f,0.0,0.0,6079.286313,6079.29,5500.0,579.29,0.0,0.0,Nov-14,173.96,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006564,1232974,14675,14675,14650.0, 60 months,19.42,384.08,E,E3,Dr Pepper Snapple Group,1 year,RENT,38500.0,Verified,Nov-11,Charged Off,n,debt_consolidation,Consolidation Loan,CT,22.66,0,May-98,1,7,0,24520,93.6,17,f,0.0,0.0,10011.3,9994.29,3821.64,4626.05,0.0,1563.61,Oct-13,33.66,Feb-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006158,1232968,2100,2100,2070.822912, 36 months,7.51,65.34,A,A3,Not Provided,10+ years,RENT,8000.0,Verified,Nov-11,Fully Paid,n,vacation,Vacation,NY,7.5,0,Sep-99,0,4,0,1127,10.3,6,f,0.0,0.0,2345.313738,2310.36,2100.0,245.31,0.0,0.0,Jul-14,227.0,Jul-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006372,1232788,3825,3825,3825.0, 36 months,15.96,134.41,C,C5,Bed Bath and Beyond,3 years,RENT,28500.0,Not Verified,Nov-11,Charged Off,n,debt_consolidation,Debt Consolidation,IL,23.54,0,May-06,1,6,0,5010,79.5,10,f,0.0,0.0,1246.55,1246.55,695.15,372.29,0.0,179.11,Jul-12,134.41,Dec-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006364,1232779,23200,23200,23175.0, 60 months,23.52,660.97,G,G3,Occidental Chemical Corporation,10+ years,MORTGAGE,85000.0,Verified,Nov-11,Charged Off,n,debt_consolidation,Breathing Room,TX,7.89,0,Apr-95,1,10,1,8625,99.1,22,f,0.0,0.0,31471.29,31437.42,12827.79,15246.66,0.0,3396.84,Sep-15,200.0,May-16,0.0,INDIVIDUAL,0,0.0,0,1.0,0.0
1006371,1232787,5000,5000,5000.0, 36 months,6.03,152.18,A,A1,Capital Markets,5 years,RENT,100000.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,debtconsolidationforAAAborrower,CA,2.4,0,Aug-96,0,8,0,2930,14.6,12,f,0.0,0.0,5478.387981,5478.39,5000.0,478.39,0.0,0.0,Nov-14,155.94,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006338,1232749,12000,12000,12000.0, 36 months,14.65,413.94,C,C3,Us government,3 years,MORTGAGE,45600.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,FL,19.13,0,Nov-02,3,6,0,11399,93.4,18,f,0.0,0.0,14404.2908,14404.29,12000.0,2404.29,0.0,0.0,Sep-13,5718.7,Apr-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006331,1232736,8500,8500,8250.0, 36 months,11.71,281.15,B,B3,USDA - Food and Nutrition Service,6 years,RENT,74000.0,Verified,Nov-11,Fully Paid,n,credit_card,Credit Card Elimination,NJ,14.42,0,Jan-95,0,8,0,6402,45.4,23,f,0.0,0.0,10121.21768,9823.53,8500.0,1621.22,0.0,0.0,Nov-14,297.86,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
980234,1203411,12000,12000,12000.0, 36 months,8.9,381.04,A,A5,Texans for Todd Staples,4 years,MORTGAGE,76800.0,Not Verified,Nov-11,Fully Paid,n,credit_card,Payoff,TX,18.94,0,Apr-00,0,17,0,13819,39.4,33,f,0.0,0.0,13689.53518,13689.54,12000.0,1689.54,0.0,0.0,Jul-14,1883.46,Jul-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1004491,1231136,31000,31000,30725.0, 60 months,12.42,696.18,B,B4,Autoclub of Southern California,10+ years,MORTGAGE,96000.0,Source Verified,Nov-11,Fully Paid,n,credit_card,One Credit Card Payment,CA,14.14,0,May-99,0,10,0,24593,64.5,14,f,0.0,0.0,32867.01908,32575.46,31000.0,1867.02,0.0,0.0,May-12,29391.52,Dec-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006119,1232924,12600,12600,12325.0, 60 months,10.65,271.77,B,B2,Wyandot Incorporated,10+ years,MORTGAGE,55172.0,Not Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,OH,19.36,0,Dec-95,0,22,0,23020,30.5,59,f,0.0,0.0,13038.8101,12754.23,12600.0,438.81,0.0,0.0,Apr-12,17.03,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006114,1232919,7600,7600,7600.0, 36 months,15.27,264.47,C,C4,Darden - Red Lobster,2 years,RENT,33000.0,Verified,Nov-11,Fully Paid,n,major_purchase,Various Purposes + Debt Consolidation,FL,23.78,0,Dec-98,1,16,0,10693,53.5,21,f,0.0,0.0,9517.260453,9517.26,7600.0,1917.26,0.0,0.0,Oct-14,548.81,May-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006322,1232727,2750,2750,2750.0, 36 months,16.77,97.74,D,D2,JP Morgan Chase St.1,2 years,RENT,16800.0,Source Verified,Nov-11,Fully Paid,n,credit_card,Bye Credit Cards!,CA,19.71,0,Sep-08,0,3,0,2698,67.4,6,f,0.0,0.0,2933.75121,2933.75,2750.0,183.75,0.0,0.0,Apr-12,2545.36,May-12,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
997558,1222657,20000,20000,19750.0, 36 months,11.71,661.52,B,B3,MassBay Community College,6 years,RENT,72000.0,Verified,Nov-11,Fully Paid,n,debt_consolidation,DebtPayoff,MA,16.12,0,Nov-98,0,11,0,14345,83.9,25,f,0.0,0.0,23814.69464,23517.01,20000.0,3814.69,0.0,0.0,Nov-14,685.97,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
887713,1103858,7000,7000,7000.0, 36 months,6.62,214.93,A,A2,pelican products,10+ years,MORTGAGE,45600.0,Source Verified,Nov-11,Fully Paid,n,car,auto loan,MA,12.92,0,Aug-88,2,12,0,13708,18.4,22,f,0.0,0.0,7737.303788,7737.3,7000.0,737.3,0.0,0.0,Nov-14,226.18,Apr-15,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
995703,1220301,7000,7000,7000.0, 36 months,10.65,228.02,B,B2,us army,6 years,RENT,80400.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,debt consolidation,SC,22.37,0,Dec-02,1,11,0,22554,37.4,20,f,0.0,0.0,7810.110559,7810.11,7000.0,810.11,0.0,0.0,Mar-13,4395.03,Apr-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1006097,1232499,24000,24000,24000.0, 60 months,22.06,663.68,F,F4,Not Provided,2 years,RENT,91200.0,Source Verified,Nov-11,Current,n,small_business,My Strategy,NC,9.05,1,Jun-90,1,7,0,4793,21.1,13,f,3741.75,3741.75,35828.19,35828.19,20258.24,15569.95,0.0,0.0,May-16,663.68,May-16,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1004332,1230950,13200,13200,13200.0, 36 months,6.62,405.29,A,A2,banner gateway hospital,10+ years,MORTGAGE,90000.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,AZ,3.03,0,Jan-99,1,10,0,17438,31.2,29,f,0.0,0.0,14590.36862,14590.37,13200.0,1390.37,0.0,0.0,Nov-14,416.17,Nov-14,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
1005015,1231479,6000,6000,5750.0, 36 months,11.71,198.46,B,B3,JPMorgan Chase Bank,7 years,RENT,48000.0,Source Verified,Nov-11,Fully Paid,n,debt_consolidation,Debt Consolidation Loan,NY,13.1,0,Dec-99,0,11,0,2374,37.6,17,f,0.0,0.0,6766.497445,6484.56,6000.0,766.5,0.0,0.0,Mar-13,3802.79,Mar-13,0.0,INDIVIDUAL,0,0.0,0,0.0,0.0
